in_https,nu_imsi,nu_imei,nu_telefono,no_servidor,no_referer,no_user_agent,no_url,ca_vol_up,ca_vol_dw,it_evento,it_fin_evento,no_ip,nu_puerto,co_estado_http,co_razon
0,6133479299134027750,6478659511938850396,-9006286528273780589,ping.chartbeat.net,http://www.marca.com/motor/formula1/2017/06/05/5935793346163f43788b45c9.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",http://ping.chartbeat.net/ping?h=marca.com&p=%2Fmotor%2Fformula1%2F2017%2F06%2F05%2F5935793346163f43788b45c9.html&u=4pxJ_BUvuVvC0N,1065,253,2017-01-05T17:55:35.410+01:00,2017-01-05T17:55:35.530+01:00,aQ661laIPjUOHG0QaAypjq7tLGhJjtS6R3eysDyhVqQ=,80,200,0
0,1860990335397641045,-4733927845724858563,-4535551292576113116,n4-aux-log.vertamedia.com,http://www.avclub.com/article/6-beers-you-should-drink-month-254451,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.41 Safari/537.36",http://n4-aux-log.vertamedia.com/vpaid-event?adId=3C4DAE21EC3F4CD8&t=flash&width=1088&domain=www.avclub.com&height=609&aid=55034&v,741,388,2017-01-05T17:59:04.940+01:00,2017-01-05T17:59:05.070+01:00,sVYgpCw5sFOoWlB2RYbzeZFmvC7MgiZe3xeE8mICkkM=,80,200,0
0,-2846150740354421823,41689355447710158,-4535551292576113116,pxlctl.elpais.com,http://as.com/videos/2017/06/04/portada/1496592799_948210.html?autoplay=1&id_externo_rsoc=CM_ES_FB_Su_20_00_A10F_B01F_C05I_D02I_E0,"Mozilla/5.0 (Linux; U; Android 5.1.1; es-es; HUAWEI Y560-L01 Build/HUAWEIY560-L01) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Mobile Safari/537.36",http://pxlctl.elpais.com/pxlctl2.gif?2888378691496678136,1199,944,2017-01-05T17:55:35.700+01:00,2017-01-05T17:55:37.750+01:00,Z8obTQI+Fn7PiO0bLP48wnFVWLJw2YqDw10bR5UytNA=,80,302,0
0,5783316741433554793,-4082867036719792013,-4535551292576113116,static.chartbeat.com,http://www.abc.es/espana/castilla-leon/abci-hombre-irrumpe-gritos-favor-iglesia-san-pablo-valladolid-durante-boda-201706031957_not,"Mozilla/5.0 (Linux; Android 5.1.1; SM-G361F Build/LMY48B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3029.83 Mobile Safari/537.36 [FBIA/FB4A;FBAV/126.0.0.23.77;]",http://static.chartbeat.com/js/chartbeat_fia.js,1288,11939,2017-01-05T17:57:42.630+01:00,2017-01-05T17:57:42.630+01:00,C1hueaYrwnlzh886F6juNEx3Vir6LrIz4XOMgKoiEpE=,80,200,0
0,7490124286501482718,-3002225681287188127,-8163321293485758174,ib.adnxs.com,http://caballeroandante.weebly.com/,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",http://ib.adnxs.com/setuid?entity=44&code=tJZgxbOWMsqswzTLsMMombCQYc6sxDfIuZXeb9tv,775,1236,2017-01-05T18:08:37.480+01:00,2017-01-05T18:08:37.440+01:00,FFgxhGLzzjB7HEeEmlqBDvGWvqvOIvDEn1jDOqvD6rA=,80,200,71
0,-6562656008854198206,-3531193933295191513,-4535551292576113116,candycrushsodamobile.king.com,NULL,33;1.91.5_android_LIVE;1;0,http://candycrushsodamobile.king.com/rpc/ClientApi,842,666,2017-01-05T18:05:50.520+01:00,2017-01-05T18:05:50.780+01:00,HSkY3+eRCqqI1wIP+HNkovYTpJevVqJRYf3+gVzF+04=,80,200,32
0,9095530388167233971,-5585003467582605879,-4535551292576113116,pixel.wp.com,http://diariodetransporte.com/noticias/carretera/22710,"Mozilla/5.0 (Linux; Android 6.0.1; SM-A510F Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3029.83 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/126.0.0.23.77;]",http://pixel.wp.com/g.gif?v=ext&j=1%3A4.9&blog=103008128&post=22710&tz=2&srv=diariodetransporte.com&host=diariodetransporte.com&re,795,379,2017-01-05T18:05:51.160+01:00,2017-01-05T18:05:51.170+01:00,UoZoyPIa82fELMm/sRJKfUeKajINXm30kAdBabTUFdo=,80,200,0
0,-3062177705310609842,-4631169547467300213,-1523890900397605656,ap.lijit.com,http://de.bab.la/woerterbuch/spanisch-deutsch/labios,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",http://ap.lijit.com/rtb/bid?callback=districtmHeader.ssp.sovrn.handleCallback&br=%7B%22site%22%3A%7B%22domain%22%3A%22de.bab.la%22,1050,1055,2017-01-05T18:05:33.920+01:00,2017-01-05T18:05:34.230+01:00,J7yVc5rk/jkrON65YVFxF15wC+agzeF5f7uIH7jtqBA=,80,200,32
0,-4273153729321134371,9193751973489871365,-3010868417662800266,log.outbrain.com,http://futbol.as.com/futbol/2017/06/05/mas_futbol/1496664715_185147.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",http://log.outbrain.com/loggerServices/widgetGlobalEvent?eT=0&tm=1145&pid=3218&sid=4769329&wId=415&wRV=01001903&rId=d0d259bd5e8364,10348,2122,2017-01-05T17:55:50.470+01:00,2017-01-05T17:55:49.600+01:00,GM7kKjSGvEBo+L1++pOjpCUMBqc8R9IXl8/Qx+y5IjU=,80,200,71
0,-4773984797358860738,-4263427519605794707,-3229852375209789217,usync.nexage.com,http://ads.pubmatic.com/AdServer/js/showad.js,"Mozilla/5.0 (Linux; Android 6.0; HUAWEI VNS-L31 Build/HUAWEIVNS-L31) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",http://usync.nexage.com/mapuser?providerid=29472&userid=47C2D287-AB41-456E-B547-9B48CCD5EB96,1415,1016,2017-01-05T17:55:11.080+01:00,2017-01-05T17:55:10.530+01:00,NULL,80,302,71
0,-5622175318492558546,1929874422320835201,-4535551292576113116,1.gravatar.com,http://www.citapreviainem.es/solicitar-cita-previa-inss-seguridad-social/,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",http://1.gravatar.com/avatar/43aceb83813245f9ae7bfb6e7a7d5d70?s=50&d=mm&r=g,2036,5546,2017-01-05T17:58:12.220+01:00,2017-01-05T17:58:12.600+01:00,tR38c2HaKR/+kRREidJqU+NRMrNSP/UYzRkkjXA6rLo=,80,200,0
0,-7826851493062998287,-2420757882703589158,-4535551292576113116,log.outbrain.com,http://www.lavanguardia.com/deportes/futbol/20170605/423205958727/sandro-rosell-qatar-barcelona-patrocinio.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1",http://log.outbrain.com/loggerServices/widgetGlobalEvent?eT=3&tm=205166&pid=3120&sid=5566924&wId=262&wRV=01001903&rId=88806b83c3d2,3054,582,2017-01-05T17:58:11.670+01:00,2017-01-05T17:58:11.910+01:00,aACNp+3E23sMxDFDWo+nwWNV1zm/AlZ2maPSV/OJ7WM=,80,200,32
0,-8263659584680473370,7767479995392488327,-4535551292576113116,time.samsungcloudsolution.com,NULL,NULL,http://time.samsungcloudsolution.com/openapi/timesync?client=TimeAgent/1.0,373,371,2017-01-05T17:54:54.160+01:00,2017-01-05T17:54:54.220+01:00,bAFcWVDjPzaGk4Aglo96IuUjydyEFFGQacgLeJ/OXXI=,80,200,32
0,1686735406948271569,-246365608641825396,-4535551292576113116,d.hvimg.com,NULL,"Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-J320FN Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/5.4 Chrome/51.0.2704.106 Mobile Safari/537.36",http://d.hvimg.com/,584,606,2017-01-05T17:54:55.980+01:00,2017-01-05T17:54:56.080+01:00,q8HwW4O363W88BCoQuCjeRTajNlUuCjNskuXB43CWBU=,80,404,32
0,2573838546348868999,-6437353228166745568,-4535551292576113116,static.laverdad.es,http://www.laverdad.es/murcia/variante-camarillas-esperar-20170605121803-nt.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",http://static.laverdad.es/www/multimedia/201706/05/media/cortadas/camarillas-kTdF-U30866929465HeE-624x385@La%20Verdad.jpg,6418,123319,2017-01-05T17:54:50.420+01:00,2017-01-05T17:54:50.670+01:00,qY/7aT3Q8TyrWnVhJd5DKZ7nQnHoIE3NsJELlYw+N5w=,80,200,32
0,-3862383618430430822,-5997251359210781667,-4535551292576113116,facglobalia.globalia-corp.com,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89",http://facglobalia.globalia-corp.com/facglobalia/img/flag_es.jpg,702,351,2017-01-05T17:48:47.600+01:00,2017-01-05T17:48:47.660+01:00,XjJfXe9gvmqh2RAbQURsYbNNLAFg6waqufp53/h3zNQ=,80,304,32
0,-4589357754677608456,6196890740421239251,-4535551292576113116,www.google.com,http://tpc.googlesyndication.com/safeframe/1-0-8/html/container.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",http://www.google.com/ads/measurement/l?ebcid=ALh7CaTmyxHCl-lvpubi3QI6EhsBn5jqirwScI3LuLEHSr5a6O85TsnFOhuIUV6kNKPJCEz3lpY6k-3FEYz0,3703,1572,2017-01-05T17:54:52.760+01:00,2017-01-05T17:54:53.940+01:00,xfIU5L9wOmVivPiJFLGhYN6VKOsT6MBwUCEZ42oubEk=,80,204,32
0,1798113468677568856,8056686266327683377,-4535551292576113116,www.farodevigo.es,http://www.diariodeibiza.es/,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",http://www.farodevigo.es/estaticos/estilos/cajas.css,710,3799,2017-01-05T18:41:50.320+01:00,2017-01-05T18:41:50.380+01:00,qOufyy2Xjq4B/K9CkYNOHSf/NLloIksW4ABCZaaCuMs=,80,200,32
0,5282528051229658999,8501646094661344025,9094481814601081224,init.ess.apple.com,NULL,"server-bag [iPhone OS,10.0.2,14A456,iPhone7,1]",http://init.ess.apple.com/WebObjects/VCInit.woa/wa/getBag?ix=4,765,7867,2017-01-05T18:41:44.320+01:00,2017-01-05T18:41:44.340+01:00,LjcGKtk1LOiBEQLMzMfO1QJiGajI5BtvA3/npRdR6qs=,80,200,32
0,-7608748612525939015,-1053653751967348346,-4535551292576113116,mesure.streaming.estat.com,NULL,Dalvik/2.1.0 (Linux; U; Android 7.0; WAS-LX1A Build/HUAWEIWAS-LX1A) android phone,http://mesure.streaming.estat.com/m/web/240040215164?cmsDU=0&cmsEV=polling&cmsGR=Live&cmsME=http%3A%2F%2Fe1-live-mp3-128.scdn.arke,827,455,2017-01-05T18:40:04.490+01:00,2017-01-05T18:40:04.550+01:00,QrrI9B8B0nuj87+BX8E7N74N2d9EZJtFHPya6bylNm0=,80,200,0
0,6864553395743688666,-8076374286567195368,-4535551292576113116,web.vee24.com,http://www.audi.es/es/web/es/modelos/a4/a4.html,"Mozilla/5.0 (Linux; Android 6.0.1; SM-A300FU Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",http://web.vee24.com/c/PageBehaviour?v24si=&v24da=android%7Cchrome%7Csmartphone&v24p=http%3A//www.audi.es/es/web/es/modelos/a4/a4.,686,799,2017-01-05T18:41:45.600+01:00,2017-01-05T18:41:45.660+01:00,gLSvS0Gk+16WjHCbI6Dg2j2wYFR4vrP7v+4TfUh1bok=,80,200,0
0,-4252424209558954751,9111264485445984024,-4535551292576113116,www.lavanguardia.com,NULL,okhttp/3.3.1,http://www.lavanguardia.com/gente/20170605/423205721788/jennifer-lopez-maquillaje-video-natural.html?facet=app,16553,518136,2017-01-05T18:41:35.170+01:00,2017-01-05T18:41:39.920+01:00,TGKbLEZb/Jpv0kYty/l8sMPJ2LUPhvTHrkKuRoEPOTI=,80,200,0
0,-2879574716579236357,2689809463286986855,3182456524146219098,api.accuweather.com,NULL,Dalvik/2.1.0 (Linux; U; Android 6.0; HUAWEI VNS-L31 Build/HUAWEIVNS-L31),http://api.accuweather.com/currentconditions/v1/308526.json?apikey=7f8c4da3ce9849ffb2134f075201c45a&language=en&details=true,538,1529,2017-01-05T18:33:44.570+01:00,2017-01-05T18:33:44.580+01:00,zSCwYxzkPtTBcTrkHNm5T+xBgUeomex2bNQoM5bD80Q=,80,200,32
0,6967497986751807739,515228591779693262,-4535551292576113116,crl.microsoft.com,NULL,Microsoft-CryptoAPI/6.1,http://crl.microsoft.com/pki/crl/products/microsoftrootcert.crl,1096,3302,2017-01-05T18:41:44.510+01:00,2017-01-05T18:41:45.060+01:00,NBHwbmyv08Lsav1jaGHDpkU8tM4IG5i5tX0W1sP5zYY=,80,200,0
0,6211061385584745676,5769168713217820028,8637023255878046682,7.tlu.dl.delivery.mp.microsoft.com,NULL,Microsoft-Delivery-Optimization/10.0,http://7.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/47c06c6b-c0ed-4516-a470-aa30b41f9942?P1=1496685423&P2=301&P3=,62406,2548372,2017-01-05T18:40:59.010+01:00,2017-01-05T18:41:11.540+01:00,aHiMaZhrby2YjZEo45SdqmUdD1jaU1W4UdttwHGkoB8=,80,206,0
0,-4939313467086489596,-2035007662114090529,-2404238253149958291,static.brandcrumb.com,http://www.woman.es/moda/shopping/vestido-zara-cautivado-paula-echevarria-blanca-suarez?utm_content=buffer0959c&utm_medium=social&,"Mozilla/5.0 (Linux; Android 6.0; HUAWEI MT7-TL10 Build/HuaweiMT7-TL10) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",http://static.brandcrumb.com/bc.js,1617,22922,2017-01-05T18:43:38.630+01:00,2017-01-05T18:43:38.510+01:00,gtmhgVsI+cbeRfN8hGPkGeoAjfdjOCwjmnfVP7nX4Jk=,80,200,71
0,257892972560339372,-8377253799034039221,6717789496055306619,api.met.no,NULL,Aix Weather Widget/0.1.9.6 (http://www.veierland.net/aix/; aix@veierland.net),http://api.met.no/weatherapi/locationforecast/1.9/?lat=37.88818;lon=-4.77938,725,7357,2017-01-05T17:59:53.790+01:00,2017-01-05T17:59:53.650+01:00,gCq6BsrM8FLaXervQ1pAB5RJWXN/RNSztTvD9Bf9znA=,8080,200,71
0,-879583251070206015,4623880660885560387,5620564497092675406,za-cdn.effectivemeasure.net,NULL,"Mozilla/5.0 (Linux; Android 5.1; B3-A10 Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Safari/537.36",http://za-cdn.effectivemeasure.net/em.js,629,408,2017-01-05T17:59:17.760+01:00,2017-01-05T17:59:17.720+01:00,EGKpixm1YXUyeDThLXFljMoD+J8fsR7+zNR8qUGeDEI=,80,304,71
0,8540168671148039130,-7559697769005465209,-4535551292576113116,uk-ads.openx.net,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89 [FBAN/FBIOS;FBAV/95.0.0.54.70;FBBV/59901094;FBDV/iPhone8,1;FBMD/iPhone;FBSN/iOS;FBSV/10.3.",http://uk-ads.openx.net/mw/1.0/acj?ai=2ecaf2c2-c079-4ab8-fe37-222d23a926d4&o=1758530389&callback=OX_1758530389&ju=http%3A//www.vir,2413,2565,2017-01-05T18:01:41.430+01:00,2017-01-05T18:01:41.840+01:00,MhX7E1vqHd6bNCGjnJcDVdPqFFD+ud1jCHkng/WuScc=,80,302,32
0,-3860558646990184951,-3871985480366430646,-4535551292576113116,www.canarias69.com,http://www.canarias69.com/tenerife/chicas,"Mozilla/5.0 (Linux; Android 6.0; LG-K420 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.132 Mobile Safari/537.36",http://www.canarias69.com/tenerife/%20+%20img_path%20+%20,11966,187407,2017-01-05T18:00:55.900+01:00,2017-01-05T18:01:12.180+01:00,4BGSazI02D6cGZgf3cIE8m0PTK9L022KzFccsQ9/Vk8=,80,404,0
0,4074957588217882667,-8195060283712056630,-460629516863794265,cdn2.inner-active.mobi,NULL,"Mozilla/5.0 (Linux; Android 5.1; LG-X190 Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3029.83 Mobile Safari/537.36",http://cdn2.inner-active.mobi/ia-android-sdk/video-supported-devices-Android-6.5.4.json?t=1496678372138,1123,3260,2017-01-05T17:59:30.760+01:00,2017-01-05T17:59:30.180+01:00,GOtnzxAm/6se/SKJujy7UWpJmuHLfBywFsnHD9Q4BBg=,80,200,71
0,-9016150037567204822,1797316182372936727,3994358107588133756,hotspot.cietecnologias.es,NULL,Mikrotik/6.x Fetch,http://hotspot.cietecnologias.es/functions/gethotspotpages.php?domain=CIETecnologias&hotspotname=CieHotspot&page=statusjs,510,873,2017-01-05T18:02:53.510+01:00,2017-01-05T18:02:53.560+01:00,LbiG05PFaT6po3i5O9BEWgjf3mS0aXiRexjuuOUnizA=,80,200,32
0,-113292718152712522,-7074694104538111046,-4535551292576113116,www.google.es,NULL,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.102 Safari/537.36",http://www.google.es/?gfe_rd=cr&ei=YYA1WcXtGMOFwgLWh5DoCA,978,2323,2017-01-05T18:01:37.490+01:00,2017-01-05T18:01:39.850+01:00,6I4slFJMYv+lXcnlxvH7cPuHYrdT2qrigoKv7z/1ujc=,8080,302,32
0,-5314208051021386942,-4047428300892775783,-4535551292576113116,www.lavanguardia.com,http://www.lavanguardia.com/economia/20170605/423205726407/popular-bolsa-cotizacion-directo.html?utm_source=app_deeplink&utm_mediu,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89",http://www.lavanguardia.com/rsc/fonts/TiemposHeadlineWeb-Medium.woff?v=1496263826501,2774,51429,2017-01-05T18:01:48.720+01:00,2017-01-05T18:01:49.350+01:00,PR4AK3nCBwV4W7rv6hgeNTHtxsFZxP2Lg4LVQp7kjw4=,80,200,32
0,-7657060491784607091,5969353347550334106,-4535551292576113116,fonts.googleapis.com,http://shop.gelloving.com/es/,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E277 Safari/602.1","http://fonts.googleapis.com/css?family=Open+Sans:400,700&subset=latin,latin-ext",758,1448,2017-01-05T18:00:37.220+01:00,2017-01-05T18:00:37.270+01:00,9yc6ulHEeMrvuqchtcCLeqjSPsFfW6sumeeuo/uSuTc=,80,200,32
0,-5120931077027962114,-609252728525780356,-4535551292576113116,gllto.glpals.com,NULL,NULL,http://gllto.glpals.com/rtistatus3.dat,324,640,2017-01-05T18:00:02.540+01:00,2017-01-05T18:00:02.560+01:00,PR4AK3nCBwV4W7rv6hgeNTHtxsFZxP2Lg4LVQp7kjw4=,80,200,32
0,6760726428231884194,6325122190197709648,-4535551292576113116,10.2.76.14,NULL,okhttp/2.2.0,http://10.2.76.14:8011/GeocodeServiceSecuritas/services/GeocodeSECURITAS,1387,2057,2017-01-05T17:59:58.910+01:00,2017-01-05T17:59:58.980+01:00,OBe60IdwjBlqxAuFPjTuVxcntji5J0ysfI1AH4LJgbI=,8011,200,0
0,1110148213814734625,-1562311446878012519,-4535551292576113116,ib.adnxs.com,http://www.mundodeportivo.com/futbol/fc-barcelona,"Mozilla/5.0 (Linux; Android 6.0.1; SM-J510FN Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",http://ib.adnxs.com/jpt?callback=pbjs.handleAnCB&callback_uid=20624d443cdb56&psa=0&id=6899936&size=320x50&promo_sizes=320x100&refe,6249,7362,2017-01-05T18:11:34.620+01:00,2017-01-05T18:11:37.350+01:00,5uKenKqSou3kG1sJH06o2C+oioQMkgTzrKTaGpkf4xo=,80,200,0
0,7169672418626706403,8041198560981901317,-4535551292576113116,ads.adpv.com,http://ads.adpv.com/ads.php?z=5957&rnd=0.053606033245096496&bsran=0.5725628640600533&aw=728&ah=90,"Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-G920F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/5.0 Chrome/51.0.2704.106 Mobile Safari/537.36",http://ads.adpv.com/image/adpv_marca_agua.png,1564,1697,2017-01-05T18:11:37.910+01:00,2017-01-05T18:11:38.010+01:00,6I4slFJMYv+lXcnlxvH7cPuHYrdT2qrigoKv7z/1ujc=,8080,200,32
0,7799195917670484376,5791251506910442845,8420115555016950885,googleads.g.doubleclick.net,http://tpc.googlesyndication.com/safeframe/1-0-8/html/container.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",http://googleads.g.doubleclick.net/pagead/gen_204?id=wfocus&gqid=s1g1We_eHYTibb_jvJAM&qqid=CJ7r44XkptQCFc8-GwodlAEHLQ&fg=1,837,732,2017-01-05T18:11:30.490+01:00,2017-01-05T18:11:30.550+01:00,XQVuBS9lNBVk59o/07ZPtcsfNrMpEae5hZhKweKqO6c=,80,204,32
0,3608705193601123539,5560513672346062796,-4535551292576113116,linicom.co.uk,http://www.marca.com/esports/2017/06/02/5931c32022601dc2208b45c2.html,"Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-G930F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/5.4 Chrome/51.0.2704.106 Mobile Safari/537.36",http://linicom.co.uk/links/convert_2028.js,2177,18466,2017-01-05T18:03:11.810+01:00,2017-01-05T18:03:12.550+01:00,N7Car5s13UGWN/hvHKUFmMdI/JhzGVjorvEv8hEazsA=,80,200,0
0,1717046635341949304,-8861557598883924987,-6534906743764068989,ping.chartbeat.net,http://www.elmundo.es/cronica/2017/06/05/5931bd1d22601d706c8b45ae.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Mobile/14E304 [FBAN/FBIOS;FBAV/94.0.0.49.70;FBBV/59086490;FBDV/iPhone8,1;FBMD/iPhone;FBSN/iOS;FBSV/10.",http://ping.chartbeat.net/ping?h=elmundo.es&p=%2Fcronica%2F2017%2F06%2F05%2F5931bd1d22601d706c8b45ae.html&u=CO_k5ZD6J8SATv4M-&d=el,1287,429,2017-01-05T18:13:28.720+01:00,2017-01-05T18:13:28.970+01:00,1n6Qu8gULINEYu3JzUY8rqSJAofCi2LCUfSdPbFvozI=,80,200,32
0,-4374651039844994725,1694356191874788731,-4535551292576113116,www.montereyinstitute.org,http://www.montereyinstitute.org/courses/Algebra1/COURSE_TEXT_RESOURCE/U07_L3_T1_text_final_es.html,"Mozilla/5.0 (Linux; Android 6.0.1; SM-A510F Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",http://www.montereyinstitute.org/courses/Algebra1/COURSE_TEXT_RESOURCE/U07_L3_T1_text_final_files_es/image004.gif,6318,5085,2017-01-05T18:13:34.680+01:00,2017-01-05T18:13:35.540+01:00,ZolgldIM3BDp5IuelrJ9vM1vRI4PrhHR9PiBu68f144=,80,304,0
0,-2665363334534122115,-410292744105431124,1278754987923772523,adash.m.taobao.com,NULL,Dalvik/2.1.0 (Linux; U; Android 6.0; HUAWEI GRA-L09 Build/HUAWEIGRA-L09),http://adash.m.taobao.com/rest/sur?ak=umeng%3A528dadae56240bb52900f0f3&av=1.4.9.0&c=android%40umeng&v=2.0&s=06d857d81d2c863bfa0e8c,1150,690,2017-01-05T18:09:23.860+01:00,2017-01-05T18:09:24.260+01:00,hCkDHOyKH3JJ5UfEtUi1gQaVfiRxJMvjOqLrktyLFsw=,80,200,32
0,-3152596369253700299,5503495135831304532,-4535551292576113116,setting.rayjump.com,NULL,Apache-HttpClient/UNAVAILABLE (java 1.4),http://setting.rayjump.com/appwall/setting?app_id=25577&sign=da90d48ffbe2048245726c17feed3237&platform=1&os_version=6.0.1&package_,1212,917,2017-01-05T18:10:41.440+01:00,2017-01-05T18:10:41.530+01:00,oGSc0XCiVYL5RsQJiatJGfsOYA39kwMIn36ZmSgGJVI=,80,206,32
0,7110774179731312041,4881688344140581198,-4535551292576113116,api.swrve.com,NULL,Dalvik/2.1.0 (Linux; U; Android 5.1; HUAWEI LYO-L21 Build/HUAWEILYO-L21),http://api.swrve.com//1/batch,652,171,2017-01-05T18:14:37.480+01:00,2017-01-05T18:14:37.610+01:00,sklAK6p6wnygg4zYk9dM/gXvfadYmmCSWzQJGZ1kkfQ=,80,200,0
0,-1517969814393008323,6651224032299731904,7553649763540637198,crl.thawte.com,NULL,Microsoft-CryptoAPI/6.3,http://crl.thawte.com/ThawtePremiumServerCA.crl,430,1620,2017-01-05T18:10:17.620+01:00,2017-01-05T18:10:17.320+01:00,sXIKYzNHcNS2jTWU7qa87ihrD4ibNSnw4C4KnE2UMGM=,8080,200,71
0,-467890137720494128,852676709377823015,-4535551292576113116,instagram.fmad3-1.fna.fbcdn.net,NULL,Instagram 10.9.0 Android (23/6.0; 320dpi; 720x1208; HUAWEI/Huawei; ALE-L21; hwALE-H; hi6210sft; es_ES),http://instagram.fmad3-1.fna.fbcdn.net/t51.2885-19/s150x150/18879052_470779466604089_7081844297313550336_a.jpg,13908,311883,2017-01-05T18:42:47.190+01:00,2017-01-05T18:42:51.200+01:00,XBeeIz3QeiZSUGzlj4JEBmvuhtIBcZLN6lGJVgqB59o=,80,200,32
0,-4734195599248561159,-3951091041669027610,-142893839188593830,dmp.adform.net,http://www.lecturas.com/actualidad/mila-lo-unico-que-hecho-saltar-los-puntos-bigote-arrocet_26813,"Mozilla/5.0 (Linux; Android 5.1; Elephone P8000 Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/39.0.0.0 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/125.0.0.23.80;]",http://dmp.adform.net/dmp/profile/?pid=12&sg=ddx1000&sg=ddx_female,886,442,2017-01-05T18:42:48.420+01:00,2017-01-05T18:42:48.510+01:00,EYHyIYUP8xynYlw9izwEYorAzKtPrQ/F1jGZMX2qbEs=,80,200,0
