CONTENT_TITLE,CONTENT_SUB_TITLE,EXTERNAL_ASSET_ID,CONTENT_KIND
"T1, E02","El infiltrado, T1",PRG_0000034630SD,Serie Acción
"T1, E02","Gang Related, T1",PRG_0000008198SD,Serie Acción
"T1, E02","Graceland, T1",PRG_0000008081SD,Serie Acción
"T1, E02","Invasión Jurásica, T1",PRG_0000005524SD,Serie Acción
"T1, E02","Invasión Jurásica, T1",PRG_0000010796SD,Serie Acción
"T1, E02","Lucky Man, T1",PRG_0000033389SD,Serie Acción
"T1, E02: A fichar","The Player, T1",PRG_0000031102SD,Serie Acción
"T1, E02: Calaca","The Bridge, T1",PRG_0000005735SD,Serie Acción
"T1, E02: El hombre más rápido del mundo","The Flash, T1",PRG_0000025286SD,Serie Acción
"T1, E02: Empleo de soplón","Cleaners, T1",PRG_0000028465HD,Serie Acción
"T1, E02: Inhospitalidad sureña","Game of Arms, T1",PRG_0000012184SD,Serie Acción
"T1, E02: La ciudad del amor fraterno","Asesinato en primer grado, T1",PRG_0000020460SD,Serie Acción
"T1, E02: Mr. Nice Guy","Minority Report, T1",PRG_0000029336SD,Serie Acción
"T1, E02: Pigale","Jo, T1",PRG_0000006140SD,Serie Acción
"T1, E02: Puño como una bala","Into the Badlands, T1",PRG_0000029731SD,Serie Acción
"T1, E02: Puño como una bala","Into the Badlands, T1",PRG_0000031009SD,Serie Acción
"T1, E02: The Enemy of My Enemy","Agent X, T1",PRG_0000029419SD,Serie Acción
"T1, E02: esposos y padres","Copper, T1",PRG_0000008070SD,Serie Acción
"T1, E02:Juego de manos","Los mosqueteros, T1",Wuaki_Episode_125336,Serie Acción
"T1, E03","24: Vive otro día (V.O.S.E), T1",PRG_0000005138SD,Serie Acción
"T1, E03","24: Vive otro día (V.O.S.E), T1",PRG_0000005269SD,Serie Acción
"T1, E03","Black Sails, T1",PRG_0000005235SD,Serie Acción
"T1, E03","Black Sails, T1",PRG_0000016183SD,Serie Acción
"T1, E03","Crisis, T1",PRG_0000005909SD,Serie Acción
"T1, E03","El infiltrado, T1",PRG_0000034631SD,Serie Acción
"T1, E03","Fear the Walking Dead, T1",PRG_0000024427SD,Serie Acción
"T1, E03","Gang Related, T1",PRG_0000008575SD,Serie Acción
"T1, E03","Graceland, T1",PRG_0000008242SD,Serie Acción
"T1, E03","Invasión Jurásica, T1",PRG_0000005543SD,Serie Acción
"T1, E03","Invasión Jurásica, T1",PRG_0000011189SD,Serie Acción
"T1, E03","Lucky Man, T1",PRG_0000033390SD,Serie Acción
"T1, E03","Scorpion, T1",PRG_0000016262SD,Serie Acción
"T1, E03: Back in Your Arms","Agent X, T1",PRG_0000029420SD,Serie Acción
"T1, E03: Cacería","Cleaners, T1",PRG_0000028466HD,Serie Acción
"T1, E03: Cortesía profesional","Chicago Fire, T1",PRG_0000014384SD,Serie Acción
"T1, E03: Cortesía profesional","Chicago Fire, T1",PRG_0000023854SD,Serie Acción
"T1, E03: Cosas que no puedes dejar atrás","The Flash, T1",PRG_0000025287SD,Serie Acción
"T1, E03: En manos de un dios enfadado","Copper, T1",PRG_0000008071SD,Serie Acción
"T1, E03: Hawk-Eye","Minority Report, T1",PRG_0000029337SD,Serie Acción
"T1, E03: La cigüeña blanca extiende sus alas","Into the Badlands, T1",PRG_0000030984SD,Serie Acción
"T1, E03: La cigüeña blanca extiende sus alas","Into the Badlands, T1",PRG_0000031010SD,Serie Acción
"T1, E03: Muerte en Los Ángeles","The Player, T1",PRG_0000031257SD,Serie Acción
"T1, E03: Plaza de la Concordia","Jo, T1",PRG_0000006300SD,Serie Acción
"T1, E03: Río","The Bridge, T1",PRG_0000005736SD,Serie Acción
"T1, E03: Siete zafiros","Los reyes de la mina, T1",PRG_0000034746SD,Serie Acción
"T1, E03:Mercancías","Los mosqueteros, T1",Wuaki_Episode_125337,Serie Acción
"T1, E04","24: Vive otro día (V.O.S.E), T1",PRG_0000005278SD,Serie Acción
"T1, E04","Agent X, T1",PRG_0000030967SD,Serie Acción
"T1, E04","Black Sails, T1",PRG_0000005373SD,Serie Acción
"T1, E04","Black Sails, T1",PRG_0000016184SD,Serie Acción
"T1, E04","El infiltrado, T1",PRG_0000034633SD,Serie Acción
"T1, E04","Fear the Walking Dead, T1",PRG_0000024433SD,Serie Acción
"T1, E04","Fear the Walking Dead, T1",PRG_0000025720SD,Serie Acción
"T1, E04","Gang Related, T1",PRG_0000008450SD,Serie Acción
"T1, E04","Graceland, T1",PRG_0000008243SD,Serie Acción
"T1, E04","Invasión Jurásica, T1",PRG_0000005577SD,Serie Acción
"T1, E04","Invasión Jurásica, T1",PRG_0000011285SD,Serie Acción
"T1, E04","Los que matan, T1",PRG_0000005294SD,Serie Acción
"T1, E04","Lucky Man, T1",PRG_0000033391SD,Serie Acción
"T1, E04: A ciegas","The Player, T1",PRG_0000031269SD,Serie Acción
"T1, E04: Command & Control","NCIS: Los Ángeles, T7",PRG_0000029359SD,Serie Acción
"T1, E04: Dominio y Control","NCIS: Los Ángeles, T7",PRG_0000034896SD,Serie Acción
"T1, E04: Dos tigres someten a dragones","Into the Badlands, T1",PRG_0000031005SD,Serie Acción
"T1, E04: La clave del reino","Cleaners, T1",PRG_0000028467HD,Serie Acción
"T1, E04: Lazos de sangre","Game of Arms, T1",PRG_0000011785SD,Serie Acción
"T1, E04: Los Inválidos","Jo, T1",PRG_0000006322SD,Serie Acción
"T1, E04: María del desierto","The Bridge, T1",PRG_0000006105SD,Serie Acción
"T1, E04: Meet the Rosenbergs","Dig, T1",PRG_0000024972SD,Serie Acción
"T1, E04: Rebelde","The Flash, T1",PRG_0000025288SD,Serie Acción
"T1, E04: The Needs Of The Many","Héroes Reborn (VOSE), T1",PRG_0000028226SD,Serie Acción
"T1, E04: Un minuto","Chicago Fire, T1",PRG_0000014385SD,Serie Acción
"T1, E04: Un minuto","Chicago Fire, T1",PRG_0000023855SD,Serie Acción
"T1, E04:El buen soldado","Los mosqueteros, T1",Wuaki_Episode_125338,Serie Acción
"T1, E05","24: Vive otro día (V.O.S.E), T1",PRG_0000005402SD,Serie Acción
"T1, E05","Agent X, T1",PRG_0000030968SD,Serie Acción
"T1, E05","Black Sails, T1",PRG_0000005507SD,Serie Acción
"T1, E05","Black Sails, T1",PRG_0000016185SD,Serie Acción
"T1, E05","Crisis, T1",PRG_0000006167SD,Serie Acción
"T1, E05","El infiltrado, T1",PRG_0000034634SD,Serie Acción
"T1, E05","Gang Related, T1",PRG_0000008880SD,Serie Acción
"T1, E05","Graceland, T1",PRG_0000008466SD,Serie Acción
"T1, E05","Invasión Jurásica, T1",PRG_0000005603SD,Serie Acción
"T1, E05","Invasión Jurásica, T1",PRG_0000010797SD,Serie Acción
"T1, E05","Los que matan, T1",PRG_0000005370SD,Serie Acción
"T1, E05","Lucky Man, T1",PRG_0000033392SD,Serie Acción
"T1, E05: La bestia","The Bridge, T1",PRG_0000006106SD,Serie Acción
"T1, E05: La serpiente se arrastra","Into the Badlands, T1",PRG_0000031006SD,Serie Acción
"T1, E05: La trampa del maniquí","Cleaners, T1",PRG_0000028468HD,Serie Acción
"T1, E05: Plastique","The Flash, T1",PRG_0000025289SD,Serie Acción
"T1, E05: Plaza Vendôme","Jo, T1",PRG_0000006517SD,Serie Acción
"T1, E05: Prayer of David","Dig, T1",PRG_0000024973SD,Serie Acción
"T1, E05: Rebelde","Legends (Leyendas), T1",PRG_0000024934SD,Serie Acción
"T1, E05: Suspensión","Hora Cero, T1",PRG_0000007535SD,Serie Acción
"T1, E05: The Lion's Den","Héroes Reborn (VOSE), T1",PRG_0000028227SD,Serie Acción
"T1, E05:Vuelta a casa","Los mosqueteros, T1",Wuaki_Episode_125339,Serie Acción
"T1, E06","24: Vive otro día (V.O.S.E), T1",PRG_0000005638SD,Serie Acción
"T1, E06","Crisis, T1",PRG_0000006168SD,Serie Acción
"T1, E06","Gang Related, T1",PRG_0000008881SD,Serie Acción
"T1, E06","Graceland, T1",PRG_0000008467SD,Serie Acción
"T1, E06","Los que matan, T1",PRG_0000005519SD,Serie Acción
"T1, E06","Lucky Man, T1",PRG_0000034644SD,Serie Acción
"T1, E06: Acorralado","Legends (Leyendas), T1",PRG_0000024935SD,Serie Acción
"T1, E06: Carga","Hora Cero, T1",PRG_0000007536SD,Serie Acción
"T1, E06: El verdadero yo","Scorpion, T1",PRG_0000017445SD,Serie Acción
"T1, E06: Emma Wilson's Father","Dig, T1",PRG_0000024974SD,Serie Acción
"T1, E06: Ha nacido Flash","The Flash, T1",PRG_0000025290SD,Serie Acción
"T1, E06: Hasta que la muerte nos separe","Cleaners, T1",PRG_0000028469HD,Serie Acción
"T1, E06: Identificación","The Bridge, T1",PRG_0000006107SD,Serie Acción
"T1, E06: Le Marais","Jo, T1",PRG_0000006518SD,Serie Acción
"T1, E06: Mano de los cinco venenos","Into the Badlands, T1",PRG_0000031007SD,Serie Acción
"T1, E06: Mano derecha","American Odyssey, T1",PRG_0000024966SD,Serie Acción
"T1, E06: Sacrifice","Agent X, T1",PRG_0000030969SD,Serie Acción
"T1, E06:Los exiliados","Los mosqueteros, T1",Wuaki_Episode_125340,Serie Acción
"T1, E07","24: Vive otro día (V.O.S.E), T1",PRG_0000005781SD,Serie Acción
"T1, E07","Gang Related, T1",PRG_0000008882SD,Serie Acción
"T1, E07","Graceland, T1",PRG_0000008827SD,Serie Acción
"T1, E07","Los que matan, T1",PRG_0000005704SD,Serie Acción
"T1, E07: Apagón","The Flash, T1",PRG_0000029400SD,Serie Acción
"T1, E07: Arenas movedizas","Legends (Leyendas), T1",PRG_0000025592SD,Serie Acción
"T1, E07: Destino","The Bridge, T1",PRG_0000006108SD,Serie Acción
"T1, E07: Honor Among Thieves","Minority Report, T1",PRG_0000031858SD,Serie Acción
"T1, E07: La escuela del río Hudson","Copper, T1",PRG_0000008318SD,Serie Acción
"T1, E07: La Ópera","Jo, T1",PRG_0000006718SD,Serie Acción
"T1, E07: Lejos de casa","Agent X, T1",PRG_0000031704SD,Serie Acción
"T1, E07: Project Reborn","Héroes Reborn (VOSE), T1",PRG_0000028229SD,Serie Acción
"T1, E07: Una casa no es un hogar","The Player, T1",PRG_0000032563SD,Serie Acción
"T1, E07:Una mujer rebelde","Los mosqueteros, T1",Wuaki_Episode_125341,Serie Acción
"T1, E08","Gang Related, T1",PRG_0000008883SD,Serie Acción
"T1, E08","Graceland, T1",PRG_0000008828SD,Serie Acción
"T1, E08: Better Times Are Coming","Copper, T1",PRG_0000008293SD,Serie Acción
"T1, E08: Esmeraldas colombianas","Los reyes de la mina, T1",PRG_0000034740SD,Serie Acción
"T1, E08: Flash contra Arrow","The Flash, T1",PRG_0000029401SD,Serie Acción
"T1, E08: Iconoclasta","Legends (Leyendas), T1",PRG_0000025595SD,Serie Acción
"T1, E08: Las Catacumbas","Jo, T1",PRG_0000006719SD,Serie Acción
"T1, E08: Llega la lluvia","Killjoys, T1",PRG_0000029073SD,Serie Acción
"T1, E08: No confíes en nadie","Dig, T1",PRG_0000029090SD,Serie Acción
"T1, E08: The American Dream","Minority Report, T1",PRG_0000031860SD,Serie Acción
"T1, E08: Vendeta","The Bridge, T1",PRG_0000006109SD,Serie Acción
"T1, E08: Ángeles y demonios","Agent X, T1",PRG_0000031705SD,Serie Acción
"T1, E08:El desafío","Los mosqueteros, T1",Wuaki_Episode_125342,Serie Acción
"T1, E09","24: Vive otro día (V.O.S.E), T1",PRG_0000006085SD,Serie Acción
"T1, E09","Graceland, T1",PRG_0000008835SD,Serie Acción
"T1, E09","Los que matan, T1",PRG_0000006057SD,Serie Acción
"T1, E09","Marvel Los Vengadores Unidos, T1",PRG_0000011345SD,Serie Acción
"T1, E09","Marvel Los Vengadores Unidos, T1",PRG_0000011379SD,Serie Acción
"T1, E09","¡Yo No He Sido!, T1",PRG_0000008350SD,Serie Acción
"T1, E09","¡Yo No He Sido!, T1",PRG_0000009804SD,Serie Acción
"T1, E09","¡Yo No He Sido!, T1",PRG_0000011155SD,Serie Acción
"T1, E09","¡Yo No He Sido!, T1",PRG_0000013002SD,Serie Acción
"T1, E09","¡Yo No He Sido!, T1",PRG_0000016034SD,Serie Acción
"T1, E09","¡Yo No He Sido!, T1",PRG_0000016974SD,Serie Acción
"T1, E09","¡Yo No He Sido!, T1",PRG_0000018448SD,Serie Acción
"T1, E09","¡Yo No He Sido!, T1",PRG_0000020293SD,Serie Acción
"T1, E09","¡Yo No He Sido!, T1",PRG_0000022064SD,Serie Acción
"T1, E09: A Day to Give Thanks","Copper, T1",PRG_0000008365SD,Serie Acción
"T1, E09: Cara de póquer","The Player, T1",PRG_0000033162SD,Serie Acción
"T1, E09: El escarabajo","The Bridge, T1",PRG_0000006403SD,Serie Acción
"T1, E09: El hombre del traje amarillo","The Flash, T1",PRG_0000029402SD,Serie Acción
"T1, E09: Las hermanas de Dina","Dig, T1",PRG_0000029091SD,Serie Acción
"T1, E09: Memento Mori","Minority Report, T1",PRG_0000031861SD,Serie Acción
"T1, E09: Penultimatum","Agent X, T1",PRG_0000031707SD,Serie Acción
"T1, E09:El caballero se lleva a la Reina","Los mosqueteros, T1",Wuaki_Episode_125343,Serie Acción
"T1, E10","CSI: Cyber, T1",PRG_0000018740SD,Serie Acción
"T1, E10","Crisis, T1",PRG_0000006847SD,Serie Acción
"T1, E10","Graceland, T1",PRG_0000008837SD,Serie Acción
"T1, E10","Marvel Los Vengadores Unidos, T1",PRG_0000011405SD,Serie Acción
"T1, E10","Marvel Los Vengadores Unidos, T1",PRG_0000011734SD,Serie Acción
"T1, E10","¡Yo No He Sido!, T1",PRG_0000008989SD,Serie Acción
"T1, E10","¡Yo No He Sido!, T1",PRG_0000012997SD,Serie Acción
"T1, E10:  El Día de la Telepatía","¡Yo No He Sido!, T1",PRG_0000015283SD,Serie Acción
"T1, E10:  El Día de la Telepatía","¡Yo No He Sido!, T1",PRG_0000016026SD,Serie Acción
"T1, E10:  El Día de la Telepatía","¡Yo No He Sido!, T1",PRG_0000016965SD,Serie Acción
"T1, E10: Everybody Runs","Minority Report, T1",PRG_0000031862SD,Serie Acción
"T1, E10: Fidelidad","Agent X, T1",PRG_0000031708SD,Serie Acción
"T1, E10: Josafat","Dig, T1",PRG_0000029088SD,Serie Acción
"T1, E10: La venganza de los rebeldes","The Flash, T1",PRG_0000029403SD,Serie Acción
"T1, E10: Viejos amigos","The Bridge, T1",PRG_0000006404SD,Serie Acción
"T1, E10:Los mosqueteros no mueren fácilmente","Los mosqueteros, T1",Wuaki_Episode_125344,Serie Acción
"T1, E11","24: Vive otro día (V.O.S.E), T1",PRG_0000006531SD,Serie Acción
"T1, E11","Graceland, T1",PRG_0000009083SD,Serie Acción
"T1, E11: Baitfish","NCIS: Nueva Orleans, T1",PRG_0000019700SD,Serie Acción
"T1, E11: El Protocolo Armagedon","Dig, T1",PRG_0000029089SD,Serie Acción
"T1, E11: El sonido y la furia","The Flash, T1",PRG_0000030931SD,Serie Acción
"T1, E11: La luz verde","Gang Related, T1",PRG_0000009477SD,Serie Acción
"T1, E11: Monta y paga el peaje","The Bridge, T1",PRG_0000006405SD,Serie Acción
"T1, E11: The calm","THE 100, T1",PRG_0000005804SD,Serie Acción
"T1, E12","24: Vive otro día (V.O.S.E), T1",PRG_0000006753SD,Serie Acción
"T1, E12","Graceland, T1",PRG_0000009085SD,Serie Acción
"T1, E12: Almadena","Gang Related, T1",PRG_0000009478SD,Serie Acción
"T1, E12: Loco por ti","The Flash, T1",PRG_0000030932SD,Serie Acción
"T1, E12: The Abyss","NCIS: Nueva Orleans, T1",PRG_0000020024SD,Serie Acción
"T1, E13","Graceland, T1",PRG_0000009084SD,Serie Acción
"T1, E13","Intelligence, T1",PRG_0000005303SD,Serie Acción
"T1, E13","NCIS: Nueva Orleans, T1",PRG_0000020313SD,Serie Acción
"T1, E13: El hombre nuclear","The Flash, T1",PRG_0000030933SD,Serie Acción
"T1, E14","Marvel's Agents of SHIELD, T1",PRG_0000004408SD,Serie Acción
"T1, E14: Después de la explosión","The Flash, T1",PRG_0000030934SD,Serie Acción
"T1, E15","Marvel's Agents of SHIELD, T1",PRG_0000004730SD,Serie Acción
"T1, E15","NCIS: Nueva Orleans, T1",PRG_0000021213SD,Serie Acción
"T1, E15: Fuera de su tiempo","The Flash, T1",PRG_0000031682SD,Serie Acción
"T1, E15: Nazdarovya!","Chicago Fire, T1",PRG_0000016269SD,Serie Acción
"T1, E15: Nazdarovya!","Chicago Fire, T1",PRG_0000023866SD,Serie Acción
"T1, E16","Marvel's Agents of SHIELD, T1",PRG_0000004924SD,Serie Acción
"T1, E16: La hora de los renegados","The Flash, T1",PRG_0000031683SD,Serie Acción
"T1, E16: Vírico","Chicago Fire, T1",PRG_0000017036SD,Serie Acción
"T1, E16: Vírico","Chicago Fire, T1",PRG_0000023867SD,Serie Acción
"T1, E17","Marvel's Agents of SHIELD, T1",PRG_0000005024SD,Serie Acción
"T1, E17: Los bromistas","The Flash, T1",PRG_0000031684SD,Serie Acción
"T1, E18","Forever, T1",PRG_0000017112SD,Serie Acción
"T1, E18","Forever, T1",PRG_0000019983SD,Serie Acción
"T1, E18","Marvel's Agents of SHIELD, T1",PRG_0000005182SD,Serie Acción
"T1, E18: Los mejores","The Flash, T1",PRG_0000031685SD,Serie Acción
"T1, E19","Los Thundermans, T1",PRG_0000010196SD,Serie Acción
"T1, E19","Marvel's Agents of SHIELD, T1",PRG_0000005320SD,Serie Acción
"T1, E19: ¿Quién es Harrison Wells?","The Flash, T1",PRG_0000031686SD,Serie Acción
"T1, E20","Marvel's Agents of SHIELD, T1",PRG_0000005424SD,Serie Acción
"T1, E20: La trampa","The Flash, T1",PRG_0000033212SD,Serie Acción
"T1, E21","Marvel's Agents of SHIELD, T1",PRG_0000005622SD,Serie Acción
"T1, E21","Marvel's Agents of SHIELD, T1",PRG_0000009086SD,Serie Acción
"T1, E21: Grodd vive","The Flash, T1",PRG_0000033213SD,Serie Acción
"T1, E22","Marvel's Agents of SHIELD, T1",PRG_0000005818SD,Serie Acción
"T1, E22","Marvel's Agents of SHIELD, T1",PRG_0000009087SD,Serie Acción
"T1, E22: Rebeldes a la fuga","The Flash, T1",PRG_0000033214SD,Serie Acción
"T1, E23: Lo bastante rápido","The Flash, T1",PRG_0000033215SD,Serie Acción
"T10, E13","Bones, T10",PRG_0000018551SD,Serie Acción
"T10, E19: Borrasca","Navy Investigación Criminal, T10",PRG_0000004039SD,Serie Acción
"T10, E20: Persiguiendo  fantasmas","Navy Investigación Criminal, T10",PRG_0000004061SD,Serie Acción
"T10, E21: Berlín","Navy Investigación Criminal, T10",PRG_0000004188SD,Serie Acción
"T10, E22: Venganza","Navy Investigación Criminal, T10",PRG_0000004369SD,Serie Acción
"T10, E23: Doble ciego","Navy Investigación Criminal, T10",PRG_0000004511SD,Serie Acción
"T10, E24: Malo si lo haces¿","Navy Investigación Criminal, T10",PRG_0000004709SD,Serie Acción
"T11, E01: Whiskey, Tango, Foxtrot","Navy: Investigación Criminal, T11",PRG_0000014386SD,Serie Acción
"T11, E02: Pasado, presente y futuro","Navy: Investigación Criminal, T11",PRG_0000014387SD,Serie Acción
"T11, E03: Bajo el radar","Navy: Investigación Criminal, T11",PRG_0000014462SD,Serie Acción
"T11, E04: Anónimo era una mujer","Navy: Investigación Criminal, T11",PRG_0000014463SD,Serie Acción
"T11, E05: Antes Maleante","Navy: Investigación Criminal, T11",PRG_0000014662SD,Serie Acción
"T11, E06: Petróleo y agua","Navy: Investigación Criminal, T11",PRG_0000014663SD,Serie Acción
"T11, E07: Ángeles mejores","Navy: Investigación Criminal, T11",PRG_0000015305SD,Serie Acción
"T11, E08: Coartada","Navy: Investigación Criminal, T11",PRG_0000015306SD,Serie Acción
"T11, E13: Vuelta atrás","Navy: Investigación Criminal, T11",PRG_0000016144SD,Serie Acción
"T11, E14: Monstruos y hombres","Navy: Investigación Criminal, T11",PRG_0000016145SD,Serie Acción
"T13, E05: Piezas que faltan","Ley y Orden: Unidad de Víctimas Especiales, T13",PRG_0000005709SD,Serie Acción
"T13, E11: Trucos teatrales","Ley y Orden: Unidad de Víctimas Especiales, T13",PRG_0000006851SD,Serie Acción
"T13, E19: El tiro por la culata","C.S.I., T13",PRG_0000005241SD,Serie Acción
"T13, E20: Valiente","C.S.I., T13",PRG_0000005253SD,Serie Acción
"T13, E21: Fantasmas del pasado","C.S.I., T13",PRG_0000005374SD,Serie Acción
"T14, E03","C.S.I., T14",PRG_0000008936SD,Serie Acción
"T14, E04","C.S.I., T14",PRG_0000009047SD,Serie Acción
"T14, E05: Fotograma a fotograma","C.S.I., T14",PRG_0000009099SD,Serie Acción
"T14, E06: Empeños pasados","C.S.I., T14",PRG_0000009242SD,Serie Acción
"T14, E07: Bajo la nube de la sospecha","C.S.I., T14",PRG_0000009869SD,Serie Acción
"T14, E09: Entrada y salida","C.S.I., T14",PRG_0000010283SD,Serie Acción
"T14, E10: Chicas desmadradas","C.S.I., T14",PRG_0000010561SD,Serie Acción
"T14, E11: El reno perdido","C.S.I., T14",PRG_0000010982SD,Serie Acción
"T14, E12","C.S.I., T14",PRG_0000011259SD,Serie Acción
"T14, E17","C.S.I., T14",PRG_0000011669SD,Serie Acción
"T14, E19","C.S.I., T14",PRG_0000013432SD,Serie Acción
"T14, E20","C.S.I., T14",PRG_0000013519SD,Serie Acción
"T15, E01: Coma","Alerta Cobra, T15",PRG_0000007197SD,Serie Acción
"T15, E02: Tormenta cibernética","Alerta Cobra, T15",PRG_0000007198SD,Serie Acción
"T15, E03: Recompensa por la cabeza de Kim Kruger","Alerta Cobra, T15",PRG_0000007199SD,Serie Acción
"T15, E04: El día del eclipse","Alerta Cobra, T15",PRG_0000007200SD,Serie Acción
"T15, E05","C.S.I., T15",PRG_0000024605SD,Serie Acción
"T15, E05: Sin rastro","Alerta Cobra, T15",PRG_0000007213SD,Serie Acción
"T15, E06","C.S.I., T15",PRG_0000024606SD,Serie Acción
"T15, E06: Nombre en clave: Tigre","Alerta Cobra, T15",PRG_0000007201SD,Serie Acción
"T15, E07: El atentado I","Alerta Cobra, T15",PRG_0000007202SD,Serie Acción
"T15, E08: El atentado (segunda parte)","Alerta Cobra, T15",PRG_0000007203SD,Serie Acción
"T15, E09: Por la vida de un amigo","Alerta Cobra, T15",PRG_0000007204SD,Serie Acción
"T15, E10: El auditor","Alerta Cobra, T15",PRG_0000007205SD,Serie Acción
"T15, E11: El último día","Alerta Cobra, T15",PRG_0000007206SD,Serie Acción
"T15, E12: Turbo y Tacho","Alerta Cobra, T15",PRG_0000007207SD,Serie Acción
"T15, E13: La fórmula del futuro","Alerta Cobra, T15",PRG_0000007208SD,Serie Acción
"T15, E14: El Ataque","Alerta Cobra, T15",PRG_0000007212SD,Serie Acción
"T15, E14: Mercaderes de la amenaza","C.S.I., T15",PRG_0000028566SD,Serie Acción
"T16, E01: Banco Malo","Alerta Cobra, T16",PRG_0000004417SD,Serie Acción
"T16, E01: Banco Malo","Alerta Cobra, T16",PRG_0000007209SD,Serie Acción
"T16, E02: Hermano muerto","Alerta Cobra, T16",PRG_0000004459SD,Serie Acción
"T16, E02: Hermano muerto","Alerta Cobra, T16",PRG_0000007282SD,Serie Acción
"T16, E02: Hermano muerto","Alerta Cobra, T16",PRG_0000009544SD,Serie Acción
"T16, E03: La segunda vida","Alerta Cobra, T16",PRG_0000004460SD,Serie Acción
"T16, E03: La segunda vida","Alerta Cobra, T16",PRG_0000007310SD,Serie Acción
"T16, E03: La segunda vida","Alerta Cobra, T16",PRG_0000009545SD,Serie Acción
"T16, E04: ¡Y...acción!","Alerta Cobra, T16",PRG_0000004479SD,Serie Acción
"T16, E04: ¡Y...acción!","Alerta Cobra, T16",PRG_0000007331SD,Serie Acción
"T16, E04: ¡Y...acción!","Alerta Cobra, T16",PRG_0000009546SD,Serie Acción
"T16, E05: En la línea de fuego","Alerta Cobra, T16",PRG_0000004480SD,Serie Acción
"T16, E05: En la línea de fuego","Alerta Cobra, T16",PRG_0000007376SD,Serie Acción
"T16, E06: ¡Más alto, más rápido, más lejos!","Alerta Cobra, T16",PRG_0000004512SD,Serie Acción
"T16, E06: ¡Más alto, más rápido, más lejos!","Alerta Cobra, T16",PRG_0000007403SD,Serie Acción
"T16, E06: ¡Más alto, más rápido, más lejos!","Alerta Cobra, T16",PRG_0000009547SD,Serie Acción
"T16, E07: 72 horas de miedo (1)","Alerta Cobra, T16",PRG_0000004513SD,Serie Acción
"T16, E07: 72 horas de miedo (1)","Alerta Cobra, T16",PRG_0000007485SD,Serie Acción
"T16, E08: 72 horas de miedo (2)","Alerta Cobra, T16",PRG_0000004536SD,Serie Acción
"T16, E08: 72 horas de miedo (2)","Alerta Cobra, T16",PRG_0000007521SD,Serie Acción
"T16, E08: 72 horas de miedo (2)","Alerta Cobra, T16",PRG_0000009548SD,Serie Acción
"T16, E09: Carrera contrarreloj","Alerta Cobra, T16",PRG_0000004537SD,Serie Acción
"T16, E09: Carrera contrarreloj","Alerta Cobra, T16",PRG_0000007559SD,Serie Acción
"T16, E09: Carrera contrarreloj","Alerta Cobra, T16",PRG_0000009549SD,Serie Acción
"T16, E10: En pleno corazón","Alerta Cobra, T16",PRG_0000004538SD,Serie Acción
"T16, E10: En pleno corazón","Alerta Cobra, T16",PRG_0000007482SD,Serie Acción
"T16, E10: En pleno corazón","Alerta Cobra, T16",PRG_0000009551SD,Serie Acción
"T16, E11: El regreso de Turbo y Tacho","Alerta Cobra, T16",PRG_0000004539SD,Serie Acción
"T16, E11: El regreso de Turbo y Tacho","Alerta Cobra, T16",PRG_0000007514SD,Serie Acción
"T16, E12: En Vogue","Alerta Cobra, T16",PRG_0000004606SD,Serie Acción
"T16, E12: En Vogue","Alerta Cobra, T16",PRG_0000007621SD,Serie Acción
"T16, E13: Asuntos de familia","Alerta Cobra, T16",PRG_0000004607SD,Serie Acción
"T16, E13: Asuntos de familia","Alerta Cobra, T16",PRG_0000007643SD,Serie Acción
"T16, E14: Bebé de alarma","Alerta Cobra, T16",PRG_0000004636SD,Serie Acción
"T16, E14: Bebé de alarma","Alerta Cobra, T16",PRG_0000007695SD,Serie Acción
"T16, E15: ¡Viva Colonia!","Alerta Cobra, T16",PRG_0000004637SD,Serie Acción
"T16, E15: ¡Viva Colonia!","Alerta Cobra, T16",PRG_0000007733SD,Serie Acción
"T16, E15: ¡Viva Colonia!","Alerta Cobra, T16",PRG_0000007838SD,Serie Acción
"T17, E01: La conjura","Alerta Cobra, T17",PRG_0000007778SD,Serie Acción
"T17, E02: Supersónico","Alerta Cobra, T17",PRG_0000007814SD,Serie Acción
"T17, E03: El Ex","Alerta Cobra, T17",PRG_0000007870SD,Serie Acción
"T17, E04: Días de perros","Alerta Cobra, T17",PRG_0000007846SD,Serie Acción
"T17, E05: Los parásitos","Alerta Cobra, T17",PRG_0000007861SD,Serie Acción
"T17, E06: Los cazados","Alerta Cobra, T17",PRG_0000007873SD,Serie Acción
"T17, E07: Dividida",Alerta Cobra,PRG_0000008037SD,Serie Acción
"T17, E07: Dividida","Alerta Cobra, T17",PRG_0000008795SD,Serie Acción
"T17, E08: Nido de serpientes",Alerta Cobra,PRG_0000008038SD,Serie Acción
"T17, E08: Nido de serpientes","Alerta Cobra, T17",PRG_0000009540SD,Serie Acción
"T17, E09: Los ángeles de la muerte (primera parte)",Alerta Cobra,PRG_0000008039SD,Serie Acción
"T17, E09: Los ángeles de la muerte (primera parte)","Alerta Cobra, T17",PRG_0000008797SD,Serie Acción
"T17, E10: Los ángeles de la muerte (segunda parte)",Alerta Cobra,PRG_0000008103SD,Serie Acción
"T17, E10: Los ángeles de la muerte (segunda parte)","Alerta Cobra, T17",PRG_0000008798SD,Serie Acción
